#,Token,Name,Contract,Announcement,contract_link,Creator,txn,tnx_link,Transaction Hash,Status,startBlock
38,UMA Voting Token v1 (UMA)UMA is a decentralized financial contracts platform built to enable Universal Market Access.,Token UMA Voting Token v1,0x3066818837c5e6ed6601bd5a91b0762877a6b731,,https://polygonscan.com/address/0x3066818837c5e6ed6601bd5a91b0762877a6b731,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xa5c550d968d478db88b93a8d717bf7c5b88445fc410603cfdb1356b4ea697a56,0xa5c550d968d478db88b93a8d717bf7c5b88445fc410603cfdb1356b4ea697a56,https://polygonscan.com/tx/0xa5c550d968d478db88b93a8d717bf7c5b88445fc410603cfdb1356b4ea697a56,0xa5c550d968d478db88b93a8d717bf7c5b88445fc410603cfdb1356b4ea697a56,Success,16081906
39,"SAND (SAND)The Sandbox is a virtual world where players can build, own, and monetize their gaming experiences in the Ethereum blockchain using SAND, the platform’s utility token.",Token SAND,0xc6d54d2f624bc83815b49d9c2203b1330b841ca0,,https://polygonscan.com/address/0xc6d54d2f624bc83815b49d9c2203b1330b841ca0,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x4dc2625a2e3cf942790847dccf4021cc6a9abe0e86268998f74519b8507163f9,0x4dc2625a2e3cf942790847dccf4021cc6a9abe0e86268998f74519b8507163f9,https://polygonscan.com/tx/0x4dc2625a2e3cf942790847dccf4021cc6a9abe0e86268998f74519b8507163f9,0x4dc2625a2e3cf942790847dccf4021cc6a9abe0e86268998f74519b8507163f9,Success,13169798
40,SwissBorg (CHSB)Crypto Wealth Management.,Token SwissBorg,0x67ce67ec4fcd4aca0fcb738dd080b2a21ff69d75,,https://polygonscan.com/address/0x67ce67ec4fcd4aca0fcb738dd080b2a21ff69d75,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xa32822ab0b964fcb0815732b5698b7b637b93c89dd16561d0e7dc0a1a92aae30,0xa32822ab0b964fcb0815732b5698b7b637b93c89dd16561d0e7dc0a1a92aae30,https://polygonscan.com/tx/0xa32822ab0b964fcb0815732b5698b7b637b93c89dd16561d0e7dc0a1a92aae30,0xa32822ab0b964fcb0815732b5698b7b637b93c89dd16561d0e7dc0a1a92aae30,Success,11252850
41,renBTC (renBTC)renBTC is a one for one representation of BTC on Ethereum via RenVM.,Token renBTC,0xdbf31df14b66535af65aac99c32e9ea844e14501,,https://polygonscan.com/address/0xdbf31df14b66535af65aac99c32e9ea844e14501,0xfe45ab17919759cfa2ce35215ead5ca4d1fc73c7 at txn 0xa50c0f3a18f581401cc33a861c437c3dad86a0febb29393811d0e2453fad7130,0xa50c0f3a18f581401cc33a861c437c3dad86a0febb29393811d0e2453fad7130,https://polygonscan.com/tx/0xa50c0f3a18f581401cc33a861c437c3dad86a0febb29393811d0e2453fad7130,0xa50c0f3a18f581401cc33a861c437c3dad86a0febb29393811d0e2453fad7130,Success,14937166
42,"IoTeX Network (IOTX)IoTeX is the next generation of the IoT-oriented blockchain platform with vast scalability, privacy, isolatability, and developability. IoTeX connects the physical world, block by block.",Token IoTeX Network,0xf6372cdb9c1d3674e83842e3800f2a62ac9f3c66,,https://polygonscan.com/address/0xf6372cdb9c1d3674e83842e3800f2a62ac9f3c66,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xa63d0ea181e02834939b5a01001a6afdd1c27b2b974d97993ffa22c483350d00,0xa63d0ea181e02834939b5a01001a6afdd1c27b2b974d97993ffa22c483350d00,https://polygonscan.com/tx/0xa63d0ea181e02834939b5a01001a6afdd1c27b2b974d97993ffa22c483350d00,0xa63d0ea181e02834939b5a01001a6afdd1c27b2b974d97993ffa22c483350d00,Success,14592665
43,Swipe (SXP)Swipe is a cryptocurrency wallet and debit card that enables users to spend their cryptocurrencies over the world.,Token Swipe,0x6abb753c1893194de4a83c6e8b4eadfc105fd5f5,,https://polygonscan.com/address/0x6abb753c1893194de4a83c6e8b4eadfc105fd5f5,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x31f4e108c32bf03dc65b9a24a135276269efd3d4726f8f68bb5803e36c1d5a8b,0x31f4e108c32bf03dc65b9a24a135276269efd3d4726f8f68bb5803e36c1d5a8b,https://polygonscan.com/tx/0x31f4e108c32bf03dc65b9a24a135276269efd3d4726f8f68bb5803e36c1d5a8b,0x31f4e108c32bf03dc65b9a24a135276269efd3d4726f8f68bb5803e36c1d5a8b,Success,11336599
44,1INCH Token (1INCH)1inch is a decentralized exchange aggregator that sources liquidity from various exchanges and is capable of splitting a single trade transaction across multiple DEXs. Smart contract technology empowers this aggregator enabling users to optimize and customize their trades.,Token 1INCH Token,0x9c2c5fd7b07e95ee044ddeba0e97a665f142394f,,https://polygonscan.com/address/0x9c2c5fd7b07e95ee044ddeba0e97a665f142394f,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xc3ad2cb8059a1b0156dd3ea4acaa5aef06ecfcae04e135963f07373d9ea69d7a,0xc3ad2cb8059a1b0156dd3ea4acaa5aef06ecfcae04e135963f07373d9ea69d7a,https://polygonscan.com/tx/0xc3ad2cb8059a1b0156dd3ea4acaa5aef06ecfcae04e135963f07373d9ea69d7a,0xc3ad2cb8059a1b0156dd3ea4acaa5aef06ecfcae04e135963f07373d9ea69d7a,Success,11253617
45,"LoopringCoin V2 (LRC)Loopring is a DEX protocol offering orderbook-based trading infrastructure, zero-knowledge proof and an auction protocol called Oedax (Open-Ended Dutch Auction Exchange).",Token LoopringCoin V2,0x84e1670f61347cdaed56dcc736fb990fbb47ddc1,,https://polygonscan.com/address/0x84e1670f61347cdaed56dcc736fb990fbb47ddc1,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x711c1d222336a45bae42a36edc53ef251e8ae0f312af5645bb809943aabd17ac,0x711c1d222336a45bae42a36edc53ef251e8ae0f312af5645bb809943aabd17ac,https://polygonscan.com/tx/0x711c1d222336a45bae42a36edc53ef251e8ae0f312af5645bb809943aabd17ac,0x711c1d222336a45bae42a36edc53ef251e8ae0f312af5645bb809943aabd17ac,Success,13865450
46,"Ocean Token (OCEAN)Ocean Protocol helps developers build Web3 apps to publish, exchange and consume data.",Token Ocean Token,0x282d8efce846a88b159800bd4130ad77443fa1a1,,https://polygonscan.com/address/0x282d8efce846a88b159800bd4130ad77443fa1a1,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x1e5fdbaaa19b4306d2896e3daeb8b2830883c6ee9554ddc47e8a3010cc41f581,0x1e5fdbaaa19b4306d2896e3daeb8b2830883c6ee9554ddc47e8a3010cc41f581,https://polygonscan.com/tx/0x1e5fdbaaa19b4306d2896e3daeb8b2830883c6ee9554ddc47e8a3010cc41f581,0x1e5fdbaaa19b4306d2896e3daeb8b2830883c6ee9554ddc47e8a3010cc41f581,Success,10588332
47,Golem Network Token (GLM)Golem is going to create the first decentralized global market for computing power,Token Golem Network Token,0x0b220b82f3ea3b7f6d9a1d8ab58930c064a2b5bf,,https://polygonscan.com/address/0x0b220b82f3ea3b7f6d9a1d8ab58930c064a2b5bf,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x86284401eca50ef12d81e1302c82347782fae87bba79508590ec53bc4d7d1c8a,0x86284401eca50ef12d81e1302c82347782fae87bba79508590ec53bc4d7d1c8a,https://polygonscan.com/tx/0x86284401eca50ef12d81e1302c82347782fae87bba79508590ec53bc4d7d1c8a,0x86284401eca50ef12d81e1302c82347782fae87bba79508590ec53bc4d7d1c8a,Success,14671719
48,Livepeer Token (LPT)A decentralized video streaming protocol that empowers developers to build video enabled applications backed by a competitive market of economically incentivized service providers.,Token Livepeer Token,0x3962f4a0a0051dcce0be73a7e09cef5756736712,,https://polygonscan.com/address/0x3962f4a0a0051dcce0be73a7e09cef5756736712,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x1a32a86c63ad02fe86311ce64d5c3715d81d0c03c7092bd6d8594cbff4b2256c,0x1a32a86c63ad02fe86311ce64d5c3715d81d0c03c7092bd6d8594cbff4b2256c,https://polygonscan.com/tx/0x1a32a86c63ad02fe86311ce64d5c3715d81d0c03c7092bd6d8594cbff4b2256c,0x1a32a86c63ad02fe86311ce64d5c3715d81d0c03c7092bd6d8594cbff4b2256c,Success,13906449
49,"Energy Web Token Bridged (EWTB)Energy Web Token (EWT) is the native token of the Energy Web Chain, a public, Proof-of-Authority Ethereum Virtual Machine blockchain specifically designed to support enterprise-grade applications in the energy sector.",Token Energy Web Token Bridged,0x43e4b063f96c33f0433863a927f5bad34bb4b03d,,https://polygonscan.com/address/0x43e4b063f96c33f0433863a927f5bad34bb4b03d,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x5e55ccb9e6f0e151f563c986dffc871263f59387081d61d31807738a4489d33c,0x5e55ccb9e6f0e151f563c986dffc871263f59387081d61d31807738a4489d33c,https://polygonscan.com/tx/0x5e55ccb9e6f0e151f563c986dffc871263f59387081d61d31807738a4489d33c,0x5e55ccb9e6f0e151f563c986dffc871263f59387081d61d31807738a4489d33c,Success,11745770
50,UniBright (UBT)The unified framework for blockchain based business integration,Token UniBright,0x7fbc10850cae055b27039af31bd258430e714c62,,https://polygonscan.com/address/0x7fbc10850cae055b27039af31bd258430e714c62,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x9d4c2b9f9923ebbcfe2f91348f95b840bb772392245061b9f469622793f4a61b,0x9d4c2b9f9923ebbcfe2f91348f95b840bb772392245061b9f469622793f4a61b,https://polygonscan.com/tx/0x9d4c2b9f9923ebbcfe2f91348f95b840bb772392245061b9f469622793f4a61b,0x9d4c2b9f9923ebbcfe2f91348f95b840bb772392245061b9f469622793f4a61b,Success,11252179
51,OriginToken (OGN)Origin Protocol is a platform for creating decentralized marketplaces on the blockchain.,Token OriginToken,0xa63beffd33ab3a2efd92a39a7d2361cee14ceba8,,https://polygonscan.com/address/0xa63beffd33ab3a2efd92a39a7d2361cee14ceba8,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x7f6f8f3eac83feaa698856cdc5f03125022ba98ff9af3471308461e227d6f194,0x7f6f8f3eac83feaa698856cdc5f03125022ba98ff9af3471308461e227d6f194,https://polygonscan.com/tx/0x7f6f8f3eac83feaa698856cdc5f03125022ba98ff9af3471308461e227d6f194,0x7f6f8f3eac83feaa698856cdc5f03125022ba98ff9af3471308461e227d6f194,Success,11666312
52,"Fetch (FET)Fetch.ai is building tools and infrastructure to enable a decentralized digital economy by combining AI, multi-agent systems and advanced cryptography.",Token Fetch,0x7583feddbcefa813dc18259940f76a02710a8905,,https://polygonscan.com/address/0x7583feddbcefa813dc18259940f76a02710a8905,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x87577c105a64bc436dd04ee9374e6c03c4f2009239c87e2678a6cba0f8f996d0,0x87577c105a64bc436dd04ee9374e6c03c4f2009239c87e2678a6cba0f8f996d0,https://polygonscan.com/tx/0x87577c105a64bc436dd04ee9374e6c03c4f2009239c87e2678a6cba0f8f996d0,0x87577c105a64bc436dd04ee9374e6c03c4f2009239c87e2678a6cba0f8f996d0,Success,15144852
53,"HUSD (HUSD)HUSD is an ERC-20 token that is 1:1 ratio pegged with USD. It was issued by Stable Universal, an entity that follows US regulations.",Token HUSD,0x2088c47fc0c78356c622f79dba4cbe1ccfa84a91,,https://polygonscan.com/address/0x2088c47fc0c78356c622f79dba4cbe1ccfa84a91,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x2aa496ad442e7b2ab08b73091225f6a84d0ca9e43cd706c4ecbffd934f09bf6d,0x2aa496ad442e7b2ab08b73091225f6a84d0ca9e43cd706c4ecbffd934f09bf6d,https://polygonscan.com/tx/0x2aa496ad442e7b2ab08b73091225f6a84d0ca9e43cd706c4ecbffd934f09bf6d,0x2aa496ad442e7b2ab08b73091225f6a84d0ca9e43cd706c4ecbffd934f09bf6d,Success,15732107
54,Gnosis (GNO)Crowd Sourced Wisdom - The next generation blockchain network. Speculate on anything with an easy-to-use prediction market,Token Gnosis,0x5ffd62d3c3ee2e81c00a7b9079fb248e7df024a8,,https://polygonscan.com/address/0x5ffd62d3c3ee2e81c00a7b9079fb248e7df024a8,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xe93412278ac0c1b147aa221725c771fafa93021fcdc259f5eecf3dca78ebeacc,0xe93412278ac0c1b147aa221725c771fafa93021fcdc259f5eecf3dca78ebeacc,https://polygonscan.com/tx/0xe93412278ac0c1b147aa221725c771fafa93021fcdc259f5eecf3dca78ebeacc,0xe93412278ac0c1b147aa221725c771fafa93021fcdc259f5eecf3dca78ebeacc,Success,11471146
55,Injective Token (INJ)Injective is a layer-2 DEX that unlocks the potential of decentralized derivatives and borderless DeFi.,Token Injective Token,0x4e8dc2149eac3f3def36b1c281ea466338249371,,https://polygonscan.com/address/0x4e8dc2149eac3f3def36b1c281ea466338249371,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x58652a48b9a4410d97bed54f51ccedf2910ca75685f01ebd3027bd4819ba6d56,0x58652a48b9a4410d97bed54f51ccedf2910ca75685f01ebd3027bd4819ba6d56,https://polygonscan.com/tx/0x58652a48b9a4410d97bed54f51ccedf2910ca75685f01ebd3027bd4819ba6d56,0x58652a48b9a4410d97bed54f51ccedf2910ca75685f01ebd3027bd4819ba6d56,Success,11745946
56,"Serum (SRM)Serum is a decentralized derivatives exchange with trustless cross-chain trading by Project Serum, in collaboration with a consortium of crypto trading and DeFi experts.",Token Serum,0x6bf2eb299e51fc5df30dec81d9445dde70e3f185,,https://polygonscan.com/address/0x6bf2eb299e51fc5df30dec81d9445dde70e3f185,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x16cbeb215ea4802199137ae4a133e07c5f404781f039e23280a5a408efbc8b55,0x16cbeb215ea4802199137ae4a133e07c5f404781f039e23280a5a408efbc8b55,https://polygonscan.com/tx/0x16cbeb215ea4802199137ae4a133e07c5f404781f039e23280a5a408efbc8b55,0x16cbeb215ea4802199137ae4a133e07c5f404781f039e23280a5a408efbc8b55,Success,14862775
57,"Wootrade Network (WOO)WOO Network connects global liquidity, quantitative strategies, and top market makers to provide exchanges, institutions, and DeFi platforms with democratized access to deep liquidity. WOO Token is used within WOO Network's CeFi and DeFi products with staking, discount, and governance utilities.",Token Wootrade Network,0x1b815d120b3ef02039ee11dc2d33de7aa4a8c603,,https://polygonscan.com/address/0x1b815d120b3ef02039ee11dc2d33de7aa4a8c603,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x96176c18cf38dbefbe86b9e1c7a4ad2412b972b1e1b7f1b9c1e80e67c4e97d56,0x96176c18cf38dbefbe86b9e1c7a4ad2412b972b1e1b7f1b9c1e80e67c4e97d56,https://polygonscan.com/tx/0x96176c18cf38dbefbe86b9e1c7a4ad2412b972b1e1b7f1b9c1e80e67c4e97d56,0x96176c18cf38dbefbe86b9e1c7a4ad2412b972b1e1b7f1b9c1e80e67c4e97d56,Success,13046407
58,RLC (RLC)Blockchain Based distributed cloud computing,Token RLC,0xbe662058e00849c3eef2ac9664f37fefdf2cdbfe,,https://polygonscan.com/address/0xbe662058e00849c3eef2ac9664f37fefdf2cdbfe,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x74b315843f2e90965dd94d8c85fe1001043702b89c5910526ffae5025b27cfda,0x74b315843f2e90965dd94d8c85fe1001043702b89c5910526ffae5025b27cfda,https://polygonscan.com/tx/0x74b315843f2e90965dd94d8c85fe1001043702b89c5910526ffae5025b27cfda,0x74b315843f2e90965dd94d8c85fe1001043702b89c5910526ffae5025b27cfda,Success,14471575
59,Mask Network (MASK)Mask Network allows users to encrypt content when posting on You-Know-Where and only the users and their friends can decrypt them.,Token Mask Network,0x2b9e7ccdf0f4e5b24757c1e1a80e311e34cb10c7,,https://polygonscan.com/address/0x2b9e7ccdf0f4e5b24757c1e1a80e311e34cb10c7,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x14a619af3ae8341bf6f1066ac90bfe36e0c75b047960a278b3c71b986102fe18,0x14a619af3ae8341bf6f1066ac90bfe36e0c75b047960a278b3c71b986102fe18,https://polygonscan.com/tx/0x14a619af3ae8341bf6f1066ac90bfe36e0c75b047960a278b3c71b986102fe18,0x14a619af3ae8341bf6f1066ac90bfe36e0c75b047960a278b3c71b986102fe18,Success,16273508
60,"BandToken (BAND)A data governance framework for Web3.0 applications operating as an open-source standard for the decentralized management of data. Band Protocol connects smart contracts with trusted off-chain information, provided through community-curated oracle data providers.",Token BandToken,0xa8b1e0764f85f53dfe21760e8afe5446d82606ac,,https://polygonscan.com/address/0xa8b1e0764f85f53dfe21760e8afe5446d82606ac,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xa9b38a2dbacf20cf995ae7d1d55df9e76ad64a8a1d42a40909d184ee3bc3237b,0xa9b38a2dbacf20cf995ae7d1d55df9e76ad64a8a1d42a40909d184ee3bc3237b,https://polygonscan.com/tx/0xa9b38a2dbacf20cf995ae7d1d55df9e76ad64a8a1d42a40909d184ee3bc3237b,0xa9b38a2dbacf20cf995ae7d1d55df9e76ad64a8a1d42a40909d184ee3bc3237b,Success,11666219
61,"Balancer (BAL)Balancer is a n-dimensional automated market-maker that allows anyone to create or add liquidity to customizable pools and earn trading fees. Instead of the traditional constant product AMM model, Balancer’s formula is a generalization that allows any number of tokens in any weights or trading fees.",Token Balancer,0x9a71012b13ca4d3d0cdc72a177df3ef03b0e76a3,,https://polygonscan.com/address/0x9a71012b13ca4d3d0cdc72a177df3ef03b0e76a3,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x05f37df0c1fef480bff9c5e6b29446071d8011c9365229647f56ca37d719fb36,0x05f37df0c1fef480bff9c5e6b29446071d8011c9365229647f56ca37d719fb36,https://polygonscan.com/tx/0x05f37df0c1fef480bff9c5e6b29446071d8011c9365229647f56ca37d719fb36,0x05f37df0c1fef480bff9c5e6b29446071d8011c9365229647f56ca37d719fb36,Success,14390111
62,Rocket Pool (RPL)Rocket Pool is a decentralised Ethereum Proof of Stake pool designed to be compatible with Casper.,Token Rocket Pool,0x7205705771547cf79201111b4bd8aaf29467b9ec,,https://polygonscan.com/address/0x7205705771547cf79201111b4bd8aaf29467b9ec,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x91cdd3e8c1fe81ce47118800513c87a0680791e8c4b747baa0ded7cd0f5984ab,0x91cdd3e8c1fe81ce47118800513c87a0680791e8c4b747baa0ded7cd0f5984ab,https://polygonscan.com/tx/0x91cdd3e8c1fe81ce47118800513c87a0680791e8c4b747baa0ded7cd0f5984ab,0x91cdd3e8c1fe81ce47118800513c87a0680791e8c4b747baa0ded7cd0f5984ab,Success,13256472
63,"Orbs (ORBS)Orbs is a public blockchain built for the needs of apps with millions of users, from SLAs to adjustable fee models to on-demand capacity.",Token Orbs,0x614389eaae0a6821dc49062d56bda3d9d45fa2ff,,https://polygonscan.com/address/0x614389eaae0a6821dc49062d56bda3d9d45fa2ff,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xf9336f5c554dd1313f08ae56276d0edbf4295288161fb755c1072cb8952a338c,0xf9336f5c554dd1313f08ae56276d0edbf4295288161fb755c1072cb8952a338c,https://polygonscan.com/tx/0xf9336f5c554dd1313f08ae56276d0edbf4295288161fb755c1072cb8952a338c,0xf9336f5c554dd1313f08ae56276d0edbf4295288161fb755c1072cb8952a338c,Success,14283390
64,"Paxos Gold (PAXG)PAX Gold (PAXG) tokens each represent one fine troy ounce of an LBMA-certified, London Good Delivery physical gold bar, secured in Brink’s vaults.",Token Paxos Gold,0x553d3d295e0f695b9228246232edf400ed3560b5,,https://polygonscan.com/address/0x553d3d295e0f695b9228246232edf400ed3560b5,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xded34220ab58ede4c939cf6817d99ead3a0fc2ed9d94252c4c14570679e4bd28,0xded34220ab58ede4c939cf6817d99ead3a0fc2ed9d94252c4c14570679e4bd28,https://polygonscan.com/tx/0xded34220ab58ede4c939cf6817d99ead3a0fc2ed9d94252c4c14570679e4bd28,0xded34220ab58ede4c939cf6817d99ead3a0fc2ed9d94252c4c14570679e4bd28,Success,11471094
65,Synth sUSD (sUSD)A synthetic asset issued by the Synthetix protocol which tracks the price of the United States Dollar (USD). sUSD can be traded on Synthetix.Exchange for other synthetic assets through a peer-to-contract system with no slippage.,Token Synth sUSD,0xf81b4bec6ca8f9fe7be01ca734f55b2b6e03a7a0,,https://polygonscan.com/address/0xf81b4bec6ca8f9fe7be01ca734f55b2b6e03a7a0,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x53cb20cbedb5d03270f3cdf11bdc145537a6b75266f00308b32c0141367cd457,0x53cb20cbedb5d03270f3cdf11bdc145537a6b75266f00308b32c0141367cd457,https://polygonscan.com/tx/0x53cb20cbedb5d03270f3cdf11bdc145537a6b75266f00308b32c0141367cd457,0x53cb20cbedb5d03270f3cdf11bdc145537a6b75266f00308b32c0141367cd457,Success,16237953
66,Orchid (OXT)Orchid enables a decentralized VPN.,Token Orchid,0x9880e3dda13c8e7d4804691a45160102d31f6060,,https://polygonscan.com/address/0x9880e3dda13c8e7d4804691a45160102d31f6060,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xdc33e6fee93aeef27d2e1cbc2d229d8c334a027d27a15a5a909cb209255dbed7,0xdc33e6fee93aeef27d2e1cbc2d229d8c334a027d27a15a5a909cb209255dbed7,https://polygonscan.com/tx/0xdc33e6fee93aeef27d2e1cbc2d229d8c334a027d27a15a5a909cb209255dbed7,0xdc33e6fee93aeef27d2e1cbc2d229d8c334a027d27a15a5a909cb209255dbed7,Success,15270021
67,Polymath (POLY)Polymath aims to enable securities to migrate to the blockchain.,Token Polymath,0xcb059c5573646047d6d88dddb87b745c18161d3b,,https://polygonscan.com/address/0xcb059c5573646047d6d88dddb87b745c18161d3b,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x474fa2502e4410e4d0d632109f791c9cf1fc3c88d94a26924eee830a5cdd7897,0x474fa2502e4410e4d0d632109f791c9cf1fc3c88d94a26924eee830a5cdd7897,https://polygonscan.com/tx/0x474fa2502e4410e4d0d632109f791c9cf1fc3c88d94a26924eee830a5cdd7897,0x474fa2502e4410e4d0d632109f791c9cf1fc3c88d94a26924eee830a5cdd7897,Success,15427887
68,KEEP Token (KEEP)A keep is an off-chain container for private data.,Token KEEP Token,0x42f37a1296b2981f7c3caced84c5096b2eb0c72c,,https://polygonscan.com/address/0x42f37a1296b2981f7c3caced84c5096b2eb0c72c,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xd489461fb18bc873a802e776cfe565a2f39eb80f2c868814e029cfaee1f68325,0xd489461fb18bc873a802e776cfe565a2f39eb80f2c868814e029cfaee1f68325,https://polygonscan.com/tx/0xd489461fb18bc873a802e776cfe565a2f39eb80f2c868814e029cfaee1f68325,0xd489461fb18bc873a802e776cfe565a2f39eb80f2c868814e029cfaee1f68325,Success,11460147
69,"Kyber Network Crystal v2 (PoS) (KNC)Kyber is a blockchain-based liquidity protocol that aggregates liquidity from a wide range of reserves, powering instant and secure token exchange in any decentralized application.",Token Kyber Network Crystal v2 (PoS),0x1c954e8fe737f99f68fa1ccda3e51ebdb291948c,,https://polygonscan.com/address/0x1c954e8fe737f99f68fa1ccda3e51ebdb291948c,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xd43da05e12d53bfcd3f31edda2cf82943c3e423ea55ed25a5ad044b5d02de2ae,0xd43da05e12d53bfcd3f31edda2cf82943c3e423ea55ed25a5ad044b5d02de2ae,https://polygonscan.com/tx/0xd43da05e12d53bfcd3f31edda2cf82943c3e423ea55ed25a5ad044b5d02de2ae,0xd43da05e12d53bfcd3f31edda2cf82943c3e423ea55ed25a5ad044b5d02de2ae,Success,15428391
70,"EthLend (LEND)Aave is an Open Source and Non-Custodial protocol to earn interest on deposits & borrow assets. It also features access to highly innovative flash loans, which let developers borrow instantly and easily; no collateral needed. With 16 different assets, 5 of which are stablecoins.",Token EthLend,0x313d009888329c9d1cf4f75ca3f32566335bd604,,https://polygonscan.com/address/0x313d009888329c9d1cf4f75ca3f32566335bd604,0xdcfae11c70f1575fab9d6bd389a6188ae5524a56 at txn 0x6289292c8559184bad81ca6c7862167dbfda9fdf0349ec8815092dbc20f0bd1d,0x6289292c8559184bad81ca6c7862167dbfda9fdf0349ec8815092dbc20f0bd1d,https://polygonscan.com/tx/0x6289292c8559184bad81ca6c7862167dbfda9fdf0349ec8815092dbc20f0bd1d,0x6289292c8559184bad81ca6c7862167dbfda9fdf0349ec8815092dbc20f0bd1d,Success,4196311
71,Gemini dollar (GUSD)Gemini dollar combines the creditworthiness and price stability of the U.S. dollar with blockchain technology and the oversight of U.S. regulators.,Token Gemini dollar,0xc8a94a3d3d2dabc3c1caffffdca6a7543c3e3e65,,https://polygonscan.com/address/0xc8a94a3d3d2dabc3c1caffffdca6a7543c3e3e65,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x7b351d294845e55be68dd68d47661a80e6076a6bc2116ef30625a5836c384f0b,0x7b351d294845e55be68dd68d47661a80e6076a6bc2116ef30625a5836c384f0b,https://polygonscan.com/tx/0x7b351d294845e55be68dd68d47661a80e6076a6bc2116ef30625a5836c384f0b,0x7b351d294845e55be68dd68d47661a80e6076a6bc2116ef30625a5836c384f0b,Success,14389981
72,"Quickswap (QUICK)QuickSwap is a permissionless decentralized exchange (DEX) based on Ethereum, powered by Polygon Network’s Layer 2 scalability infrastructure.",Token Quickswap,0x831753dd7087cac61ab5644b308642cc1c33dc13,,https://polygonscan.com/address/0x831753dd7087cac61ab5644b308642cc1c33dc13,0x476307dac3fd170166e007fcaa14f0a129721463 at txn 0x82578676bac77e6f5dd5fb02e401f359007ed14ccc1569aa4adf9f8f412afe1f,0x82578676bac77e6f5dd5fb02e401f359007ed14ccc1569aa4adf9f8f412afe1f,https://polygonscan.com/tx/0x82578676bac77e6f5dd5fb02e401f359007ed14ccc1569aa4adf9f8f412afe1f,0x82578676bac77e6f5dd5fb02e401f359007ed14ccc1569aa4adf9f8f412afe1f,Success,5486521
73,"Render Token (RNDR)RenderToken (RNDR) is a distributed GPU rendering network built on top of the Ethereum blockchain, aiming to connect artists and studios in need of GPU compute power with mining partners willing to rent their GPU capabilities out.",Token Render Token,0x61299774020da444af134c82fa83e3810b309991,,https://polygonscan.com/address/0x61299774020da444af134c82fa83e3810b309991,0x44515119087cb5a19ddca3e909ff6537c23f9ca8 at txn 0x0fda37ded196d48af264ce76611073f1d0eed8602811899d377368b5ba63e45c,0x0fda37ded196d48af264ce76611073f1d0eed8602811899d377368b5ba63e45c,https://polygonscan.com/tx/0x0fda37ded196d48af264ce76611073f1d0eed8602811899d377368b5ba63e45c,0x0fda37ded196d48af264ce76611073f1d0eed8602811899d377368b5ba63e45c,Success,11897523
