Token,Token链接,Contract,字段2_link,name,txn,txn_link,Status,startBlock
Swipe (SXP)Swipe is a cryptocurrency wallet and debit card that enables users to spend their cryptocurrencies over the world.Cross-Chain,https://bscscan.com/token/0x47bead2563dcbf3bf2c9407fea4dc236faba485a,0x47bead2563dcbf3bf2c9407fea4dc236faba485a,https://bscscan.com/address/0x47bead2563dcbf3bf2c9407fea4dc236faba485a,Swipe: SXP Token,0xd36a4d2dc2f254f08c8248c9103ea7d32112682683689b65f7732e8281f64fbd,https://bscscan.com/tx/0xd36a4d2dc2f254f08c8248c9103ea7d32112682683689b65f7732e8281f64fbd,Success,1070367
"wazirx token (WRX)WazirX is a India's cryptocurrency exchange with trading interface and features to buy, sell and trade cryptocurrencies.",https://bscscan.com/token/0x8e17ed70334c87ece574c9d537bc153d8609e2a3,0x8e17ed70334c87ece574c9d537bc153d8609e2a3,https://bscscan.com/address/0x8e17ed70334c87ece574c9d537bc153d8609e2a3,WazirX: WRX Token,0x00ce4579ebee7af23c10f961eb85dadfb0c668ffc023b1fc3836dca8d524b71f,https://bscscan.com/tx/0x00ce4579ebee7af23c10f961eb85dadfb0c668ffc023b1fc3836dca8d524b71f,Success,7011554
1INCH Token (1INCH)1inch is a decentralized exchange aggregator that sources liquidity from various exchanges and is capable of splitting a single trade transaction across multiple DEXs. Smart contract technology empowers this aggregator enabling users to optimize and customize their trades.,https://bscscan.com/token/0x111111111117dc0aa78b770fa6a738034120c302,0x111111111117dc0aa78b770fa6a738034120c302,https://bscscan.com/address/0x111111111117dc0aa78b770fa6a738034120c302,1inch Exchange: 1INCH Token,0xcb50d7be6b5ab916f8ee502f97884fd1673105c34bfb832f0068e01816c37543,https://bscscan.com/tx/0xcb50d7be6b5ab916f8ee502f97884fd1673105c34bfb832f0068e01816c37543,Success,5013255
AlphaToken (ALPHA)Alpha Finance Lab is an ecosystem of DeFi products and focused on building an ecosystem of automated yield-maximizing Alpha products that interoperate to bring optimal alpha to users on a cross-chain level.,https://bscscan.com/token/0xa1faa113cbe53436df28ff0aee54275c13b40975,0xa1faa113cbe53436df28ff0aee54275c13b40975,https://bscscan.com/address/0xa1faa113cbe53436df28ff0aee54275c13b40975,Alpha Finance Lab: ALPHA Token,0x44b1cb69a79408ab7d7d8a8f41185fc2a86007f5325ec2b6fdd623b845a4f6c3,https://bscscan.com/tx/0x44b1cb69a79408ab7d7d8a8f41185fc2a86007f5325ec2b6fdd623b845a4f6c3,Success,842052
BakeryToken (BAKE)An AMM Dex on Binance Smart Chain.Cross-Chain,https://bscscan.com/token/0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,https://bscscan.com/address/0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,BakerySwap: BAKE Token,0xbee88d04852108a8a8582590aa4303164ccb80b2a5f395880456d87ebcb6c970,https://bscscan.com/tx/0xbee88d04852108a8a8582590aa4303164ccb80b2a5f395880456d87ebcb6c970,Success,437628
Trust Wallet (TWT)Utility token to increase adoption of cryptocurrency.Cross-Chain,https://bscscan.com/token/0x4b0f1812e5df2a09796481ff14017e6005508003,0x4b0f1812e5df2a09796481ff14017e6005508003,https://bscscan.com/address/0x4b0f1812e5df2a09796481ff14017e6005508003,,0xee05e2193bf854ef360432179ea7db7acaf8cf646f7c0eaf7ee36c825f3b7f60,https://bscscan.com/tx/0xee05e2193bf854ef360432179ea7db7acaf8cf646f7c0eaf7ee36c825f3b7f60,Success,1008647
Binance-Peg ELF Token (ELF)aelf is an innovative open-source blockchain network designed as a complete business solution. The structure of ‘one main chain + multiple side chains’ allows developers to independently deploy or run DApps (Distributed Applications) on individual side chains to achieve effective resource isolation.Cross-Chain,https://bscscan.com/token/0xa3f020a5c92e15be13caf0ee5c95cf79585eecc9,0xa3f020a5c92e15be13caf0ee5c95cf79585eecc9,https://bscscan.com/address/0xa3f020a5c92e15be13caf0ee5c95cf79585eecc9,aelf: ELF Token,0x005a7b2260e01d1476ef36cffa342549033cefe0a1c95e812c66d97b244c3b07,https://bscscan.com/tx/0x005a7b2260e01d1476ef36cffa342549033cefe0a1c95e812c66d97b244c3b07,Success,923437
Venus (XVS)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.Cross-Chain,https://bscscan.com/token/0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,https://bscscan.com/address/0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,Venus: XVS Token,0x024fa557dbe1bf1c3cbdc2c6290c65cf6cbeab3fc85681c18539577b4a6a2692,https://bscscan.com/tx/0x024fa557dbe1bf1c3cbdc2c6290c65cf6cbeab3fc85681c18539577b4a6a2692,Success,858561
"Alien Worlds Trilium (TLM)Alien Worlds is a NFT blockchain game in the world with over 4,000 unique users per hour.
First-generation collectible-only NFTs were “dead” but Alien Worlds’ NFTs come to life with their gaming utility.",https://bscscan.com/token/0x2222227e22102fe3322098e4cbfe18cfebd57c95,0x2222227e22102fe3322098e4cbfe18cfebd57c95,https://bscscan.com/address/0x2222227e22102fe3322098e4cbfe18cfebd57c95,Alien Worlds: TLM Token,0xb03aca024ef6c287794ebe1058a3085b2a5ffe9b96c1d1d82f75d9982729ddde,https://bscscan.com/tx/0xb03aca024ef6c287794ebe1058a3085b2a5ffe9b96c1d1d82f75d9982729ddde,Success,6113047
Reef.finance (REEF)Reef Finance is a multi-chain smart yield engine and liquidity aggregator for any DeFi protocol to integrate with.,https://bscscan.com/token/0xf21768ccbc73ea5b6fd3c687208a7c2def2d966e,0xf21768ccbc73ea5b6fd3c687208a7c2def2d966e,https://bscscan.com/address/0xf21768ccbc73ea5b6fd3c687208a7c2def2d966e,Reef Finance: REEF Token,0x50ba4dcf49063b4f59bf274cdade381f5f154ae271307cc75820e9f339b1f342,https://bscscan.com/tx/0x50ba4dcf49063b4f59bf274cdade381f5f154ae271307cc75820e9f339b1f342,Success,2986582
Binance-Peg Band Protocol Token (BAND)Band Protocol is a cross-chain data oracle platform that aggregates and connects real-world data and APIs to smart contracts.Cross-Chain,https://bscscan.com/token/0xad6caeb32cd2c308980a548bd0bc5aa4306c6c18,0xad6caeb32cd2c308980a548bd0bc5aa4306c6c18,https://bscscan.com/address/0xad6caeb32cd2c308980a548bd0bc5aa4306c6c18,Band Protocol: BAND Token,0x0b420885f367184d242c61d74e0a6472e9d52e468e7dc3592ab721594219119a,https://bscscan.com/tx/0x0b420885f367184d242c61d74e0a6472e9d52e468e7dc3592ab721594219119a,Success,324849
"BSC Conflux (bCFX)Conflux is a public, permissionless blockchain bridging Asian and Western communities and economies, to enable the secure flow of assets and data across borders, protocols and applications.",https://bscscan.com/token/0x045c4324039dA91c52C55DF5D785385Aab073DcF,0x045c4324039dA91c52C55DF5D785385Aab073DcF,https://bscscan.com/address/0x045c4324039dA91c52C55DF5D785385Aab073DcF,Conflux: bCFX Token,0x592003d76872651561507febfa12a0478d6de9c625a05f7a89ae0a8d3c874386,https://bscscan.com/tx/0x592003d76872651561507febfa12a0478d6de9c625a05f7a89ae0a8d3c874386,Success,5352825
Cartesi Token (CTSI)Cartesi takes smart contracts to the next level by implementing a variant of optimistic roll-ups. Cartesi is revolutionizing smart contracts by allowing developers to code with mainstream software stacks. Noether is Cartesi's high-performance and low cost data availability side-chain.Binance Peg,https://bscscan.com/token/0x8da443f84fea710266c8eb6bc34b71702d033ef2,0x8da443f84fea710266c8eb6bc34b71702d033ef2,https://bscscan.com/address/0x8da443f84fea710266c8eb6bc34b71702d033ef2,Cartesi: CTSI Token,0x124ec24df595a7186e55378e9fa0d91890801dea78f67adc666ca44d0f9087d2,https://bscscan.com/tx/0x124ec24df595a7186e55378e9fa0d91890801dea78f67adc666ca44d0f9087d2,Success,5351800
"Prometeus (PROM)Prometeus Network fuels people-owned data markets, introducing new ways to interact with data and profit from it.",https://bscscan.com/token/0xaf53d56ff99f1322515e54fdde93ff8b3b7dafd5,0xaf53d56ff99f1322515e54fdde93ff8b3b7dafd5,https://bscscan.com/address/0xaf53d56ff99f1322515e54fdde93ff8b3b7dafd5,,0x8e9ee283089c2f8b81d59523f35102c23dfabdf063d6b83e14ba7762714b93bd,https://bscscan.com/tx/0x8e9ee283089c2f8b81d59523f35102c23dfabdf063d6b83e14ba7762714b93bd,Success,129851
"Binance-Peg PAX Gold (PAXG)PAX Gold (PAXG) tokens each represent one fine troy ounce of an LBMA-certified, London Good Delivery physical gold bar, secured in Brink’s vaults.Cross-Chain",https://bscscan.com/token/0x7950865a9140cb519342433146ed5b40c6f210f7,0x7950865a9140cb519342433146ed5b40c6f210f7,https://bscscan.com/address/0x7950865a9140cb519342433146ed5b40c6f210f7,PAX Gold - PAXG Token,0xe67f1893ac7cced53d766582d72425c8b067707708070bbeb544c8bf01744bb0,https://bscscan.com/tx/0xe67f1893ac7cced53d766582d72425c8b067707708070bbeb544c8bf01744bb0,Success,1757872
"Wrapped MIR Token (MIR)Mirror Protocol allows the creation of fungible assets, “synthetics”, that track the price of real world assets. Mirror synthetics are intended to be used as key building blocks in smart contracts, and to bring the world’s assets to the blockchain.",https://bscscan.com/token/0x5b6dcf557e2abe2323c48445e8cc948910d8c2c9,0x5b6dcf557e2abe2323c48445e8cc948910d8c2c9,https://bscscan.com/address/0x5b6dcf557e2abe2323c48445e8cc948910d8c2c9,Mirror Protocol: MIR Token,0xd91825d5714dbe99a436b8efa32f6f882c8fc62c6e5be89a9a3a6d2d5b3e920a,https://bscscan.com/tx/0xd91825d5714dbe99a436b8efa32f6f882c8fc62c6e5be89a9a3a6d2d5b3e920a,Success,3543565
"CelerToken (CELR)Celer Network is offering layer-2 scaling platform. It brings interactive, secure and low-cost applications to every blockchain.Binance Peg",https://bscscan.com/token/0x1f9f6a696c6fd109cd3956f45dc709d2b3902163,0x1f9f6a696c6fd109cd3956f45dc709d2b3902163,https://bscscan.com/address/0x1f9f6a696c6fd109cd3956f45dc709d2b3902163,Celer Network: CELR Token,0x61b97d060663a4de84c939272f03465b769a619ae617e9d041f096c7756e1f50,https://bscscan.com/tx/0x61b97d060663a4de84c939272f03465b769a619ae617e9d041f096c7756e1f50,Success,5896832
"DODO bird (DODO)DODO is a on-chain liquidity provider, which leverages the Proactive Market Maker algorithm (PMM) to provide pure on-chain and contract-fillable liquidity.",https://bscscan.com/token/0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2,0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2,https://bscscan.com/address/0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2,Dodoex: DODO Token,0x37b3215a229ab60bd574c14a1f408066fe37ec5b1e7424c3ec7efc0d32094e7d,https://bscscan.com/tx/0x37b3215a229ab60bd574c14a1f408066fe37ec5b1e7424c3ec7efc0d32094e7d,Success,4581538
"ALICE (ALICE)My Neighbor Alice is a multiplayer builder game, where anyone can buy and own virtual islands, collect and build exciting items and meet new friends. The game combines a fun narrative for regular players and an ecosystem for players who want to collect and trade Non-Fungible Tokens (NFTs).",https://bscscan.com/token/0xac51066d7bec65dc4589368da368b212745d63e8,0xac51066d7bec65dc4589368da368b212745d63e8,https://bscscan.com/address/0xac51066d7bec65dc4589368da368b212745d63e8,My Neighbor Alice: ALICE Token,0x80922b82d39235536db733bc930b74ba332af5ee2d318069b19f71505b5b6cb3,https://bscscan.com/tx/0x80922b82d39235536db733bc930b74ba332af5ee2d318069b19f71505b5b6cb3,Success,5334157
"COTI Token (COTI)COTI is an enterprise-grade fintech platform that enables cross-chain interoperability and is built on its own DAG-based chain. It supports extreme scalability, low transaction costs and is supplemented with payment-specific requirements in the form of COTI Pay, a holistic digital payment solution.Binance Peg",https://bscscan.com/token/0xadbaf88b39d37dc68775ed1541f1bf83a5a45feb,0xadbaf88b39d37dc68775ed1541f1bf83a5a45feb,https://bscscan.com/address/0xadbaf88b39d37dc68775ed1541f1bf83a5a45feb,Coti: COTI Token,0xd9abc8a2dc9a94692efde4ccda0d01160899edc22ab5b5194676998679f676ef,https://bscscan.com/tx/0xd9abc8a2dc9a94692efde4ccda0d01160899edc22ab5b5194676998679f676ef,Success,5891304
Ellipsis (EPS)Ellipsis Finance aims to offer secure low-slippage stable swapping.Cross-Chain,https://bscscan.com/token/0xa7f552078dcc247c2684336020c03648500c6d9f,0xa7f552078dcc247c2684336020c03648500c6d9f,https://bscscan.com/address/0xa7f552078dcc247c2684336020c03648500c6d9f,Ellipsis: EPS Token,0x3f4399ef98972e7acfd8bd8799900cb9ba82884ae77847c349a49fd7e783273e,https://bscscan.com/tx/0x3f4399ef98972e7acfd8bd8799900cb9ba82884ae77847c349a49fd7e783273e,Success,5936650
"MATH Token (MATH)Math Wallet is a multi-platform (mobile/desktop/hardware) universal crypto wallet that enables storage of all BTC, ETH, BSC,EOS, Near,TRON, ONT, BinanceChain, Cosmos, Polkadot tokens, multi-chain dApp store and operates nodes for POS chain.",https://bscscan.com/token/0xf218184af829cf2b0019f8e6f0b2423498a36983,0xf218184af829cf2b0019f8e6f0b2423498a36983,https://bscscan.com/address/0xf218184af829cf2b0019f8e6f0b2423498a36983,MathWallet: MATH Token,0x1ca2e45d3fea0b00c05f3592bad4e57bf611b7caddc72b2a66b19b854a33201e,https://bscscan.com/tx/0x1ca2e45d3fea0b00c05f3592bad4e57bf611b7caddc72b2a66b19b854a33201e,Success,1963603
"Automata (ATA)Automata is a privacy middleware layer for dApps across multiple blockchains, built on a decentralized service protocol.",https://bscscan.com/token/0xa2120b9e674d3fc3875f415a7df52e382f141225,0xa2120b9e674d3fc3875f415a7df52e382f141225,https://bscscan.com/address/0xa2120b9e674d3fc3875f415a7df52e382f141225,Automata Network: ATA Token,0x086541a1e15601ce825e53d77e3e78485e836ffa9dc06cae868865d31c187e6a,https://bscscan.com/tx/0x086541a1e15601ce825e53d77e3e78485e836ffa9dc06cae868865d31c187e6a,Success,7870046
"Kyber Network Crystal (KNC)Kyber is a blockchain-based liquidity protocol that aggregates liquidity from a wide range of reserves, powering instant and secure token exchange in any decentralized application.Binance Peg",https://bscscan.com/token/0xfe56d5892bdffc7bf58f2e84be1b2c32d21c308b,0xfe56d5892bdffc7bf58f2e84be1b2c32d21c308b,https://bscscan.com/address/0xfe56d5892bdffc7bf58f2e84be1b2c32d21c308b,,0x879bb2f5a0a80a5e9977c529c7abbe8bf5a32f293e3c815f8d066477563b473b,https://bscscan.com/tx/0x879bb2f5a0a80a5e9977c529c7abbe8bf5a32f293e3c815f8d066477563b473b,Success,10280280
Venus BTC (vBTC)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x882c173bc7ff3b7786ca16dfed3dfffb9ee7847b,0x882c173bc7ff3b7786ca16dfed3dfffb9ee7847b,https://bscscan.com/address/0x882c173bc7ff3b7786ca16dfed3dfffb9ee7847b,Venus: vBTC Token,0xcf25f53128a6b592dc1e48d356b85d156db7d7f3cb80704d6076967428cd3c44,https://bscscan.com/tx/0xcf25f53128a6b592dc1e48d356b85d156db7d7f3cb80704d6076967428cd3c44,Success,2795150
"Newscrypto (NWC)Newscrypto is a project that brings together education, information and trading tools for traders in the crypto markets.",https://bscscan.com/token/0x968f6f898a6df937fc1859b323ac2f14643e3fed,0x968f6f898a6df937fc1859b323ac2f14643e3fed,https://bscscan.com/address/0x968f6f898a6df937fc1859b323ac2f14643e3fed,Newscrypto: NWC Token,0x65a79353ec6ff8ae9a9d70516b569a51d3bbd5596b4978fb40a379262855911c,https://bscscan.com/tx/0x65a79353ec6ff8ae9a9d70516b569a51d3bbd5596b4978fb40a379262855911c,Success,4019365
"Binance-Peg YFII.finance Token (YFII)DFI.Money (YFII) is a DeFi platform which aims to build products on aggregated liquidity provision, leveraged trading, automated marketing making.Cross-Chain",https://bscscan.com/token/0x7f70642d88cf1c4a3a7abb072b53b929b653eda5,0x7f70642d88cf1c4a3a7abb072b53b929b653eda5,https://bscscan.com/address/0x7f70642d88cf1c4a3a7abb072b53b929b653eda5,Dfi.money: YFII Token,0x88d3744261f3d7ce75bf64c8d8dfe7078000ec707b2e6558dc0a0b635a4f9af7,https://bscscan.com/tx/0x88d3744261f3d7ce75bf64c8d8dfe7078000ec707b2e6558dc0a0b635a4f9af7,Success,469866
Tokocrypto Token (TKO)Tokocrypto is a local Indonesian cryptocurrency project to offer a unique hybrid CeFi and DeFi token model.Cross-Chain,https://bscscan.com/token/0x9f589e3eabe42ebc94a44727b3f3531c0c877809,0x9f589e3eabe42ebc94a44727b3f3531c0c877809,https://bscscan.com/address/0x9f589e3eabe42ebc94a44727b3f3531c0c877809,Tokocrypto: TKO Token,0x214652e7482cfafe439aad0f736812c3303078a14a91a4c4f04f35fb2b631da6,https://bscscan.com/tx/0x214652e7482cfafe439aad0f736812c3303078a14a91a4c4f04f35fb2b631da6,Success,6194824
"Sun Token (SUN)SUN.io platform is TRON's one-stop platform that supports stablecoin swap, token mining and self-governance. After the redenomination, the new SUN token, as a multifunctional governance token on the SUN platform.",https://bscscan.com/token/0xa1e6c58d503e4eee986167f45a063853cefe08c3,0xa1e6c58d503e4eee986167f45a063853cefe08c3,https://bscscan.com/address/0xa1e6c58d503e4eee986167f45a063853cefe08c3,Sun.io: SUN Token,0x289dd17f2717a541d41c87ae5dd4a5e3adaaa09fad6e2e38b66a306663e108b4,https://bscscan.com/tx/0x289dd17f2717a541d41c87ae5dd4a5e3adaaa09fad6e2e38b66a306663e108b4,Success,8307872
AlpacaToken (ALPACA)Alpaca Finance is the first leveraged yield farming protocol on Binance Smart Chain. It will be integrated with PancakeSwap and allow users to open leveraged yield farming positions by borrowing assets from vaults.,https://bscscan.com/token/0x8f0528ce5ef7b51152a59745befdd91d97091d2f,0x8f0528ce5ef7b51152a59745befdd91d97091d2f,https://bscscan.com/address/0x8f0528ce5ef7b51152a59745befdd91d97091d2f,Alpaca Finance: ALPACA Token,0x4dd4752d3f4cf809c5eeac778944b02a5907c803434f52db92ef908f198fe866,https://bscscan.com/tx/0x4dd4752d3f4cf809c5eeac778944b02a5907c803434f52db92ef908f198fe866,Success,5212989
Komodo (KMD)Komodo platform aims to offer End-to-End blockchain solutions for business.Binance Peg,https://bscscan.com/token/0x2003f7ba57ea956b05b85c60b4b2ceea9b111256,0x2003f7ba57ea956b05b85c60b4b2ceea9b111256,https://bscscan.com/address/0x2003f7ba57ea956b05b85c60b4b2ceea9b111256,Komodo: KMD Token,0x9735d6e5d8590e0a344d4ee11428681a8edb88a6fb92edd8dc6db6070bb641e2,https://bscscan.com/tx/0x9735d6e5d8590e0a344d4ee11428681a8edb88a6fb92edd8dc6db6070bb641e2,Success,5351501
StandardBTCHashrateToken (BTCST)Bitcoin Standard Hashrate Token (BTCST) brings exchange-grade liquidity to Bitcoin mining. Each BTCST is collateralized by real Bitcoin mining power.Cross-Chain,https://bscscan.com/token/0x78650b139471520656b9e7aa7a5e9276814a38e9,0x78650b139471520656b9e7aa7a5e9276814a38e9,https://bscscan.com/address/0x78650b139471520656b9e7aa7a5e9276814a38e9,Bitcoin Standard Hashrate: BTCST Token,0x248e2af3d14e7257a1a3bb564511a4bc4adab5dc1ab6ea7a8419049f576773e9,https://bscscan.com/tx/0x248e2af3d14e7257a1a3bb564511a4bc4adab5dc1ab6ea7a8419049f576773e9,Success,3339870
SafePal Token (SFP)SafePal is a cryptocurrency wallet that helps users to protect and grow their decentralized assets.,https://bscscan.com/token/0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,https://bscscan.com/address/0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,SafePal: SFP Token,0xf89e237fdd31b2ff4635e2870e2c9b705ca4119dbcb59dcb811fa41b14b84950,https://bscscan.com/tx/0xf89e237fdd31b2ff4635e2870e2c9b705ca4119dbcb59dcb811fa41b14b84950,Success,3144193
"PolkastarterToken (POLS)Polkastarter is a DEX built for cross-chain token sales and auctions, enabling projects to raise capital on a decentralised and interoperable environment based on Polkadot.",https://bscscan.com/token/0x7e624fa0e1c4abfd309cc15719b7e2580887f570,0x7e624fa0e1c4abfd309cc15719b7e2580887f570,https://bscscan.com/address/0x7e624fa0e1c4abfd309cc15719b7e2580887f570,Anyswap: POLS Token,0xfb917933e859194b7dfe5fe64a09777e7d88c61145e490ea4042910c0e708926,https://bscscan.com/tx/0xfb917933e859194b7dfe5fe64a09777e7d88c61145e490ea4042910c0e708926,Success,6068838
Venus ETH (vETH)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0xf508fcd89b8bd15579dc79a6827cb4686a3592c8,0xf508fcd89b8bd15579dc79a6827cb4686a3592c8,https://bscscan.com/address/0xf508fcd89b8bd15579dc79a6827cb4686a3592c8,Venus: vETH Token,0xcbd514b7ae99c20bbdfd137133727b29896439105cd9808419b98fd8d9f8c37e,https://bscscan.com/tx/0xcbd514b7ae99c20bbdfd137133727b29896439105cd9808419b98fd8d9f8c37e,Success,2795451
"CertiK Token (CTK)CertiK provides security infrastructure for the blockchain. It features various projects - CertiK security oracle, CertiK shield and CertiK Chain.Cross-Chain",https://bscscan.com/token/0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929,0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929,https://bscscan.com/address/0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929,CertiK: CTK Token,0x6d8dd619c5f2a7fe7174b2e4fb7b607fc6d3c5148787c209c70a6e44f475010a,https://bscscan.com/tx/0x6d8dd619c5f2a7fe7174b2e4fb7b607fc6d3c5148787c209c70a6e44f475010a,Success,1570326
Litentry (LIT)Litentry is a decentralized Identity Aggregation protocol across multiple networks which features a DID indexing mechanism and a substrate-based credit computation network.,https://bscscan.com/token/0xb59490ab09a0f526cc7305822ac65f2ab12f9723,0xb59490ab09a0f526cc7305822ac65f2ab12f9723,https://bscscan.com/address/0xb59490ab09a0f526cc7305822ac65f2ab12f9723,Litentry: LIT Token,0x423da3aa8b376bb0a0975a7494ec21d6d181bd96c6ee1c02a1301d18893e49af,https://bscscan.com/tx/0x423da3aa8b376bb0a0975a7494ec21d6d181bd96c6ee1c02a1301d18893e49af,Success,4322507
JUST (JST)JUST is a (DeFi) ecosystem built for the TRON blockchain. It is an entire suite of products that are mostly centered around a decentralized stablecoin lending platform known as JustStable.,https://bscscan.com/token/0xea998d307aca04d4f0a3b3036aba84ae2e409c0a,0xea998d307aca04d4f0a3b3036aba84ae2e409c0a,https://bscscan.com/address/0xea998d307aca04d4f0a3b3036aba84ae2e409c0a,Just: JST Token,0xd5d00d1f14b69e651dcb0e660e7bcb97e1aa9e4a22fc16f54d3db5f288cb4d57,https://bscscan.com/tx/0xd5d00d1f14b69e651dcb0e660e7bcb97e1aa9e4a22fc16f54d3db5f288cb4d57,Success,7344492
"Anyswap-BEP20 (ANY)Anyswap is a fully decentralized cross chain swap protocol, with automated pricing and liquidity system.Cross-Chain",https://bscscan.com/token/0xf68c9df95a18b2a5a5fa1124d79eeeffbad0b6fa,0xf68c9df95a18b2a5a5fa1124d79eeeffbad0b6fa,https://bscscan.com/address/0xf68c9df95a18b2a5a5fa1124d79eeeffbad0b6fa,Anyswap: ANY Token,0xf1e1f7c2a2707b5ae048705d3c5e1312e73bc304a050192d39d23489904cc30f,https://bscscan.com/tx/0xf1e1f7c2a2707b5ae048705d3c5e1312e73bc304a050192d39d23489904cc30f,Success,495828
bZx Protocol Token (BZRX)The bZx protocol is a decentralized platform built for DeFi lending and margin and leverage trading that differentiates itself from competitors through a smart contract-powered token system.,https://bscscan.com/token/0x4b87642aedf10b642be4663db842ecc5a88bf5ba,0x4b87642aedf10b642be4663db842ecc5a88bf5ba,https://bscscan.com/address/0x4b87642aedf10b642be4663db842ecc5a88bf5ba,bZx: BZRX Token,0x826bb12ffc93583ba7506e1f046e997e5a77ea65499dff32134747d519f07a24,https://bscscan.com/tx/0x826bb12ffc93583ba7506e1f046e997e5a77ea65499dff32134747d519f07a24,Success,5351690
Firo (FIRO)Firo is a digital currency with a focus on setting privacy standards.,https://bscscan.com/token/0xd5d0322b6bab6a762c79f8c81a0b674778e13aed,0xd5d0322b6bab6a762c79f8c81a0b674778e13aed,https://bscscan.com/address/0xd5d0322b6bab6a762c79f8c81a0b674778e13aed,Firo: FIRO Token,0xaaf5b24b66be270c3437c914167c966d2d1b754fcb1e987700a28bf99a1931f9,https://bscscan.com/tx/0xaaf5b24b66be270c3437c914167c966d2d1b754fcb1e987700a28bf99a1931f9,Success,5899214
Cream (CREAM)C.R.E.A.M. Finance is built on the belief that the financial system of the future should be open and inclusive. Through the permissionless nature of blockchain and automation of smart contracts we can realize this new financial system.,https://bscscan.com/token/0xd4cb328a82bdf5f03eb737f37fa6b370aef3e888,0xd4cb328a82bdf5f03eb737f37fa6b370aef3e888,https://bscscan.com/address/0xd4cb328a82bdf5f03eb737f37fa6b370aef3e888,Cream.Finance: CREAM Token,0xad2e4593d300577efe6c2e7014408d0b8738958c29b83a17adeebd0b4317bab6,https://bscscan.com/tx/0xad2e4593d300577efe6c2e7014408d0b8738958c29b83a17adeebd0b4317bab6,Success,473035
"FEGtoken (FEG)FEG is an experimental progressive deflationary DeFi token whereby on each transcation, a tax of 1% will be distributed to the holders and a further 1% will be burnt, hence incentivising holders to hodl and decreasing the supply overtime.",https://bscscan.com/token/0xacfc95585d80ab62f67a14c566c1b7a49fe91167,0xacfc95585d80ab62f67a14c566c1b7a49fe91167,https://bscscan.com/address/0xacfc95585d80ab62f67a14c566c1b7a49fe91167,Feg: FEG Token,0x9f028cb96edab9f3094ebb142b756ca854c320cbb421a2a5dfd4d1816595cd94,https://bscscan.com/tx/0x9f028cb96edab9f3094ebb142b756ca854c320cbb421a2a5dfd4d1816595cd94,Success,4807718
"LTO Network (LTO)LTO Network is a hybrid blockchain for securing, verifying and exchanging business critical information.Cross-Chain",https://bscscan.com/token/0x857b222fc79e1cbbf8ca5f78cb133d1b7cf34bbd,0x857b222fc79e1cbbf8ca5f78cb133d1b7cf34bbd,https://bscscan.com/address/0x857b222fc79e1cbbf8ca5f78cb133d1b7cf34bbd,LTO Network: LTO Token,0x6e4f1507c691ff9d23b275000f84e3a5dbf70a1233d2f8cb19cd58c66f9c1eb9,https://bscscan.com/tx/0x6e4f1507c691ff9d23b275000f84e3a5dbf70a1233d2f8cb19cd58c66f9c1eb9,Success,989909
"RFOX (RFOX)RedFOX Labs is a tech-forward venture builder delivering companies & platforms that are secure, scalable, and innovative, bringing the world into a new era of technology and prosperity.",https://bscscan.com/token/0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5,0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5,https://bscscan.com/address/0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5,RedFOX Labs: RFOX Token,0x4ed3f97c61e0147be8ce52c781ba380a67284d98c8a268e6242d70197583b05c,https://bscscan.com/tx/0x4ed3f97c61e0147be8ce52c781ba380a67284d98c8a268e6242d70197583b05c,Success,5931445
"Contentos (COS)Contentos is a decentralized global content ecosystem invested by Binance Labs, DHVC and various class-leading funds.Cross-Chain",https://bscscan.com/token/0x96dd399f9c3afda1f194182f71600f1b65946501,0x96dd399f9c3afda1f194182f71600f1b65946501,https://bscscan.com/address/0x96dd399f9c3afda1f194182f71600f1b65946501,Contentos: COS Token,0xdfa3f8a16f1fc8c593677d0131c7f5a1e67e373d5188da0e1bbe42447b90ef43,https://bscscan.com/tx/0xdfa3f8a16f1fc8c593677d0131c7f5a1e67e373d5188da0e1bbe42447b90ef43,Success,5042435
